wavelength	dark	baseline
496.95205394892395	2809.0	15285.0
497.4042512831633	2795.0	14492.0
497.8564203301868	2817.0	13967.0
498.3085610901533	2795.0	13875.0
498.7606735632218	2791.0	14102.0
499.21275774955143	2803.0	14098.0
499.6648136493009	2789.0	14071.0
500.11684126262935	2800.0	13870.0
500.5688405896956	2794.0	13860.0
501.0208116306587	2803.0	14005.0
501.4727543856776	2808.0	14485.0
501.92466885491126	2799.0	14628.0
502.3765550385186	2785.0	14688.0
502.8284129366586	2793.0	14567.0
503.2802425494902	2808.0	14656.0
503.73204387717243	2802.0	14639.0
504.18381691986406	2800.0	14498.0
504.63556167772435	2805.0	14431.0
505.08727815091197	2800.0	14358.0
505.5389663395861	2803.0	14301.0
505.9906262439056	2801.0	14063.0
506.4422578640293	2801.0	13965.0
506.89386120011636	2801.0	13764.0
507.3454362523256	2798.0	13786.0
507.7969830208162	2789.0	13697.0
508.24850150574684	2807.0	13883.0
508.69999170727675	2793.0	13738.0
509.1514536255646	2807.0	13465.0
509.6028872607695	2799.0	13424.0
510.0542926130504	2801.0	13664.0
510.50566968256624	2804.0	13759.0
510.95701846947594	2799.0	13689.0
511.40833897393867	2800.0	13716.0
511.8596311961131	2798.0	13397.0
512.3108951361585	2793.0	13237.0
512.7621307942334	2816.0	13270.0
513.2133381704971	2786.0	13316.0
513.6645172651084	2798.0	13115.0
514.1156680782265	2804.0	12936.0
514.56679061001	2806.0	12906.0
515.0178848606182	2803.0	12494.0
515.4689508302097	2791.0	12390.0
515.9199885189439	2801.0	12565.0
516.3709979269794	2789.0	12784.0
516.8219790544752	2810.0	13026.0
517.2729319015904	2800.0	12794.0
517.7238564684837	2801.0	12460.0
518.1747527553144	2784.0	12411.0
518.6256207622414	2805.0	12570.0
519.0764604894235	2793.0	12822.0
519.5272719370197	2809.0	12862.0
519.9780551051891	2803.0	12383.0
520.4288099940904	2807.0	12181.0
520.8795366038827	2802.0	12020.0
521.330234934725	2808.0	12170.0
521.7809049867761	2798.0	12080.0
522.2315467601952	2785.0	12056.0
522.6821602551412	2795.0	11901.0
523.1327454717729	2801.0	12031.0
523.5833024102494	2807.0	11977.0
524.0338310707295	2820.0	12060.0
524.4843314533723	2796.0	12169.0
524.9348035583367	2791.0	11943.0
525.3852473857818	2787.0	11951.0
525.8356629358663	2801.0	11990.0
526.2860502087494	2801.0	12098.0
526.7364092045899	2812.0	12023.0
527.186739923547	2816.0	12001.0
527.6370423657792	2805.0	11954.0
528.0873165314458	2806.0	12016.0
528.5375624207057	2816.0	12163.0
528.987780033718	2785.0	12417.0
529.4379693706412	2782.0	12517.0
529.8881304316349	2823.0	12297.0
530.3382632168576	2797.0	12237.0
530.7883677264683	2822.0	12122.0
531.2384439606263	2806.0	12176.0
531.68849191949	2808.0	12180.0
532.1385116032188	2785.0	12129.0
532.5885030119715	2811.0	12268.0
533.038466145907	2808.0	12376.0
533.4884010051844	2792.0	12698.0
533.9383075899626	2796.0	12850.0
534.3881859004006	2791.0	12880.0
534.8380359366574	2796.0	13079.0
535.2878576988917	2800.0	13202.0
535.7376511872626	2800.0	12939.0
536.1874164019291	2806.0	12619.0
536.63715334305	2797.0	12322.0
537.0868620107848	2793.0	12389.0
537.5365424052918	2805.0	12731.0
537.9861945267303	2800.0	13310.0
538.4358183752591	2817.0	13419.0
538.8854139510373	2810.0	13582.0
539.3349812542237	2804.0	13611.0
539.7845202849775	2797.0	13497.0
540.2340310434574	2800.0	13277.0
540.6835135298226	2810.0	13155.0
541.1329677442317	2801.0	13166.0
541.5823936868442	2803.0	13369.0
542.0317913578185	2798.0	13364.0
542.4811607573139	2806.0	13315.0
542.9305018854892	2805.0	13253.0
543.3798147425035	2788.0	13163.0
543.8290993285156	2800.0	13400.0
544.2783556436846	2791.0	13635.0
544.7275836881694	2806.0	13823.0
545.1767834621289	2797.0	13766.0
545.6259549657221	2813.0	13601.0
546.0750981991081	2819.0	13412.0
546.5242131624457	2809.0	13482.0
546.9732998558936	2807.0	13911.0
547.4223582796114	2806.0	14510.0
547.8713884337575	2807.0	14980.0
548.3203903184911	2802.0	14947.0
548.7693639339712	2789.0	14301.0
549.2183092803567	2790.0	13469.0
549.6672263578066	2789.0	12976.0
550.1161151664796	2781.0	13050.0
550.5649757065349	2809.0	13188.0
551.0138079781314	2789.0	13021.0
551.462611981428	2803.0	13254.0
551.9113877165839	2812.0	13993.0
552.360135183758	2793.0	14464.0
552.808854383109	2782.0	14497.0
553.257545314796	2804.0	14160.0
553.706207978978	2800.0	14159.0
554.1548423758138	2799.0	13951.0
554.6034485054627	2788.0	13940.0
555.0520263680833	2822.0	14309.0
